"Symbol","Name","IPOyear","Sector","Industry"
"TCBIP","Texas Capital Bancshares, Inc.","n/a","Finance","Major Banks"
"TCBIW","Texas Capital Bancshares, Inc.","n/a","Finance","Major Banks"
"TXN","Texas Instruments Incorporated","n/a","Technology","Semiconductors"
"TXRH","Texas Roadhouse, Inc.","2004","Consumer Services","Restaurants"
"THRD","TF Financial Corporation","n/a","Finance","Banks"
"TFSL","TFS Financial Corporation","n/a","Finance","Savings Institutions"
"TGTX","TG Therapeutics, Inc.","n/a","Health Care","Major Pharmaceuticals"
"TGE","TGC Industries, Inc.","n/a","Energy","Oil & Gas Production"
"ABCO","The Advisory Board Company","1994","Consumer Services","Other Consumer Services"
"ANDE","The Andersons, Inc.","n/a","Consumer Services","Farming/Seeds/Milling"
"TBBK","The Bancorp, Inc.","2004","Finance","Major Banks"
"BKYF","The Bank of Kentucky Financial Corp.","n/a","Finance","Savings Institutions"
"BONT","The Bon-Ton Stores, Inc.","1991","Consumer Services","Department/Specialty Retail Stores"
"CG","The Carlyle Group L.P.","2002","Finance","Investment Managers"
"CAKE","The Cheesecake Factory Incorporated","1992","Consumer Services","Restaurants"
"CHEF","The Chefs&#39; Warehouse, Inc.","n/a","Consumer Non-Durables","Food Distributors"
"PLCE","The Children&#39;s Place Retail Stores, Inc.","1997","Consumer Services","Clothing/Shoe/Accessory Stores"
"DSGX","The Descartes Systems Group Inc.","n/a","Technology","Computer Software: Prepackaged Software"
"DXYN","The Dixie Group, Inc.","n/a","Consumer Durables","Home Furnishings"
"ENSG","The Ensign Group, Inc.","2007","Health Care","Hospital/Nursing Management"
"XONE","The ExOne Company","n/a","Capital Goods","Industrial Machinery/Components"
"FINL","The Finish Line, Inc.","1992","Consumer Services","Clothing/Shoe/Accessory Stores"
"FBMS","The First Bancshares, Inc.","n/a","Finance","Major Banks"
"FLIC","The First of Long Island Corporation","n/a","Finance","Major Banks"
"TFM","The Fresh Market, Inc.","2010","Consumer Services","Food Chains"
"GT","The Goodyear Tire & Rubber Company","n/a","Consumer Durables","Automotive Aftermarket"
"GTPPP","The Goodyear Tire & Rubber Company","n/a","Consumer Durables","Automotive Aftermarket"
"HCKT","The Hackett Group, Inc.","n/a","Consumer Services","Professional Services"
"HAIN","The Hain Celestial Group, Inc.","n/a","Consumer Non-Durables","Packaged Foods"
"CUBA","The Herzfeld Caribbean Basin Fund, Inc.","n/a","n/a","n/a"
"INTG","The Intergroup Corporation","n/a","Consumer Services","Building operators"
"KEYW","The KEYW Holding Corporation","2010","Technology","EDP Services"
"MSG","The Madison Square Garden Company","n/a","Consumer Services","Television Services"
"TMNG","The Management Network Group, Inc.","1999","Consumer Services","Professional Services"
"MDCO","The Medicines Company","1989","Health Care","Major Pharmaceuticals"
"MIDD","The Middleby Corporation","n/a","Technology","Industrial Machinery/Components"
"NDAQ","The NASDAQ OMX Group, Inc.","n/a","Finance","Investment Bankers/Brokers/Service"
"NAVG","The Navigators Group, Inc.","1986","Finance","Property-Casualty Insurers"
"PTRY","The Pantry, Inc.","1999","Consumer Durables","Automotive Aftermarket"
"PRSC","The Providence Service Corporation","2003","Health Care","Medical/Nursing Services"
"SPNC","The Spectranetics Corporation","1992","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus"
"ULTI","The Ultimate Software Group, Inc.","1998","Technology","Computer Software: Prepackaged Software"
"WTSL","The Wet Seal, Inc.","n/a","Consumer Services","Clothing/Shoe/Accessory Stores"
"YORW","The York Water Company","n/a","Public Utilities","Water Supply"
"NCTY","The9 Limited","2004","Miscellaneous","Business Services"
"THRX","Theravance, Inc.","2004","Health Care","Major Pharmaceuticals"
"KOOL","THERMOGENESIS Corp.","n/a","Capital Goods","Medical Specialities"
"TST","TheStreet, Inc.","n/a","Consumer Services","Newspapers/Magazines"
"TCRD","THL Credit, Inc.","2010","n/a","n/a"
"THOR","Thoratec Corporation","1984","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus"
"THLD","Threshold Pharmaceuticals, Inc.","2005","Health Care","Major Pharmaceuticals"
"THTI","THT Heat Transfer Technology, Inc.","n/a","Capital Goods","Metal Fabrications"
"OINK","Tianli Agritech, Inc.","2010","Consumer Non-Durables","Farming/Seeds/Milling"
"TIBX","TIBCO Software, Inc.","1999","Technology","Computer Software: Prepackaged Software"
"TICC","TICC Capital Corp.","2003","n/a","n/a"
"TIGR","TigerLogic Corporation","n/a","Technology","Computer Software: Prepackaged Software"
"TTS","Tile Shop Hldgs, Inc.","n/a","Consumer Services","Home Furnishings"
"TSBK","Timberland Bancorp, Inc.","n/a","Finance","Banks"
"TIPT","Tiptree Financial Inc.","1986","Consumer Services","Real Estate Investment Trusts"
"TITN","Titan Machinery Inc.","1993","Consumer Services","Other Specialty Stores"
"TIVO","TiVo Inc.","1999","Consumer Services","Television Services"
"TNXP","Tonix Pharmaceuticals Holding Corp.","n/a","Basic Industries","Precious Metals"
"TISA","Top Image Systems, Ltd.","1996","Technology","Computer peripheral equipment"
"TOPS","TOP Ships Inc.","n/a","Transportation","Marine Transportation"
"TORM","TOR Minerals International Inc","1988","Basic Industries","Major Chemicals"
"TRNX","Tornier N.V.","n/a","Health Care","Industrial Specialties"
"TOFC","Tower Financial Corporation","n/a","Finance","Major Banks"
"TWGP","Tower Group International, Ltd.","2004","Finance","Property-Casualty Insurers"
"TSEM","Tower Semiconductor Ltd.","1994","Technology","Semiconductors"
"TWER","Towerstream Corporation","n/a","Consumer Services","Telecommunications Equipment"
"CLUB","Town Sports International Holdings, Inc.","2006","Consumer Services","Hotels/Resorts"
"TOWN","Towne Bank","n/a","n/a","n/a"
"TSCO","Tractor Supply Company","1994","Consumer Services","RETAIL: Building Materials"
"TSRE","Trade Street Residential, Inc.","n/a","Consumer Services","Real Estate Investment Trusts"
"TWMC","Trans World Entertainment Corp.","n/a","Consumer Services","Consumer Electronics/Video Chains"
"TACT","TransAct Technologies Incorporated","1996","Technology","Computer peripheral equipment"
"TRNS","Transcat, Inc.","n/a","Capital Goods","Electrical Products"
"TSPT","Transcept Pharmaceuticals, Inc.","n/a","Health Care","Major Pharmaceuticals"
"TGA","Transglobe Energy Corp","n/a","Energy","Oil & Gas Production"
"TTHI","Transition Therapeutics, Inc.","n/a","Consumer Durables","Specialty Chemicals"
"TZOO","Travelzoo Inc.","n/a","Technology","EDP Services"
"TREE","Tree.com, Inc.","1994","Finance","Finance: Consumer Services"
"TCBK","TriCo Bancshares","n/a","Finance","Major Banks"
"TRS","TriMas Corporation","1986","Capital Goods","Industrial Specialties"
"TRMB","Trimble Navigation Limited","1990","Capital Goods","Industrial Machinery/Components"
"TRIB","Trinity Biotech plc","1992","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances"
"TRIP","TripAdvisor, Inc.","1993","Technology","Computer Software: Programming, Data Processing"
"TQNT","TriQuint Semiconductor, Inc.","1993","Technology","Semiconductors"
"TSC","TriState Capital Holdings, Inc.","n/a","Finance","Major Banks"
"TRIT","Tri-Tech Holding Inc.","2009","Consumer Services","Military/Government/Technical"
"TSRX","Trius Therapeutics, Inc.","2010","Health Care","Major Pharmaceuticals"
"TROV","TrovaGene, Inc.","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"TROVU","TrovaGene, Inc.","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"TROVW","TrovaGene, Inc.","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"THST","Truett-Hurst, Inc.","n/a","Consumer Non-Durables","Beverages (Production/Distribution)"
"TBOW","Trunkbow International Holdings Ltd.","n/a","Technology","Computer Software: Prepackaged Software"
"TRST","TrustCo Bank Corp NY","n/a","Finance","Major Banks"
"TRMK","Trustmark Corporation","n/a","Finance","Major Banks"
"TSRI","TSR, Inc.","n/a","Technology","EDP Services"
"TTMI","TTM Technologies, Inc.","2000","Technology","Electrical Products"
"TUES","Tuesday Morning Corp.","1991","Consumer Services","Department/Specialty Retail Stores"
"TFCO","Tufco Technologies, Inc.","1994","Consumer Durables","Containers/Packaging"
"TWTC","tw telecom inc.","1999","Public Utilities","Telecommunications Equipment"
"FOX","Twenty-First Century Fox, Inc.","1991","Consumer Services","Television Services"
"FOXA","Twenty-First Century Fox, Inc.","n/a","Consumer Services","Television Services"
"TWIN","Twin Disc, Incorporated","1990","Technology","Industrial Machinery/Components"
"TRCB","Two River Bancorp","n/a","Finance","Major Banks"
"USCR","U S Concrete, Inc.","n/a","Capital Goods","Building Materials"
"PRTS","U.S. Auto Parts Network, Inc.","2000","Consumer Services","Other Specialty Stores"
"USEG","U.S. Energy Corp.","n/a","Energy","Oil & Gas Production"
"GROW","U.S. Global Investors, Inc.","n/a","Finance","Investment Managers"
"UBIC","UBIC, Inc.","n/a","Technology","EDP Services"
"UBNT","Ubiquiti Networks, Inc.","n/a","Technology","Radio And Television Broadcasting And Communications Equipment"
"UFPT","UFP Technologies, Inc.","1993","Capital Goods","Containers/Packaging"
"ULTA","Ulta Salon, Cosmetics & Fragrance, Inc.","2007","Consumer Services","Other Specialty Stores"
"UCTT","Ultra Clean Holdings, Inc.","2004","Technology","Semiconductors"
"ULBI","Ultralife Corporation","1992","Energy","Industrial Machinery/Components"
"ULTR","Ultrapetrol (Bahamas) Limited","2006","Transportation","Marine Transportation"
"UTEK","Ultratech, Inc.","1993","Technology","Industrial Machinery/Components"
"UMBF","UMB Financial Corporation","n/a","Finance","Major Banks"
"UMPQ","Umpqua Holdings Corporation","n/a","Finance","Savings Institutions"
"UNAM","Unico American Corporation","n/a","Finance","Property-Casualty Insurers"
"UNIS","Unilife Corporation","n/a","Health Care","Medical/Dental Instruments"
"UNB","Union Bankshares, Inc.","n/a","Finance","Major Banks"
"UBSH","Union First Market Bankshares Corporation","n/a","Finance","Major Banks"
"UNXL","Uni-Pixel, Inc.","n/a","Capital Goods","Industrial Machinery/Components"
"UBCP","United Bancorp, Inc.","n/a","Finance","Major Banks"
"UBOH","United Bancshares, Inc.","n/a","Finance","Major Banks"
"UBSI","United Bankshares, Inc.","n/a","Finance","Major Banks"
"UCBA","United Community Bancorp","n/a","Finance","Savings Institutions"
"UCBI","United Community Banks, Inc.","n/a","Finance","Major Banks"
"UCFC","United Community Financial Corp.","1986","Finance","Banks"
"UBNK","United Financial Bancorp, Inc.","n/a","Finance","Savings Institutions"
"UFCS","United Fire Group, Inc","n/a","Finance","Property-Casualty Insurers"
"UIHC","United Insurance Holdings Corp.","n/a","Finance","Property-Casualty Insurers"
"UNFI","United Natural Foods, Inc.","1996","Consumer Non-Durables","Food Distributors"
"UNTD","United Online, Inc.","n/a","Technology","Computer Software: Programming, Data Processing"
"UBFO","United Security Bancshares","n/a","Finance","Major Banks"
"USBI","United Security Bancshares, Inc.","n/a","Finance","Major Banks"
"USLM","United States Lime & Minerals, Inc.","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)"
"USTR","United Stationers Inc.","1981","Consumer Services","Paper"
"UTHR","United Therapeutics Corporation","1999","Health Care","Major Pharmaceuticals"
"UG","United-Guardian, Inc.","n/a","Consumer Non-Durables","Package Goods/Cosmetics"
"UNTK","UniTek Global Services, Inc.","2010","Public Utilities","Telecommunications Equipment"
"UNTY","Unity Bancorp, Inc.","1989","Finance","Major Banks"
"OLED","Universal Display Corporation","2004","Capital Goods","Electrical Products"
"UEIC","Universal Electronics Inc.","1993","Consumer Non-Durables","Consumer Electronics/Appliances"
"UFPI","Universal Forest Products, Inc.","1993","Basic Industries","Forest Products"
"USAP","Universal Stainless & Alloy Products, Inc.","1994","Basic Industries","Steel/Iron Ore"
"UACL","Universal Truckload Services, Inc.","2005","Transportation","Trucking Freight/Courier Services"
"UVSP","Univest Corporation of Pennsylvania","n/a","Finance","Major Banks"
"UPIP","Unwired Planet, Inc.","n/a","Technology","Computer Software: Prepackaged Software"
"URRE","Uranium Resources, Inc.","n/a","Basic Industries","Precious Metals"
"URBN","Urban Outfitters, Inc.","1993","Consumer Services","Clothing/Shoe/Accessory Stores"
"UPI","Uroplasty, Inc.","n/a","Health Care","Medical/Dental Instruments"
"ECOL","US Ecology, Inc.","n/a","Public Utilities","Environmental Services"
"USMO","USA Mobility, Inc.","n/a","Public Utilities","Telecommunications Equipment"
"USAT","USA Technologies, Inc.","n/a","Miscellaneous","Office Equipment/Supplies/Services"
"USATP","USA Technologies, Inc.","n/a","Miscellaneous","Office Equipment/Supplies/Services"
"USATZ","USA Technologies, Inc.","n/a","Miscellaneous","Office Equipment/Supplies/Services"
"USAK","USA Truck, Inc.","1992","Transportation","Trucking Freight/Courier Services"
"USMD","USMD Holdings, Inc.","n/a","Health Care","Hospital/Nursing Management"
"UTMD","Utah Medical Products, Inc.","n/a","Health Care","Medical/Dental Instruments"
"UTIW","UTi Worldwide Inc.","2000","Transportation","Oil Refining/Marketing"
"UTSI","UTStarcom Holdings Corp","2000","Consumer Durables","Telecommunications Equipment"
"VYFC","Valley Financial Corporation","n/a","Finance","Savings Institutions"
"VLYWW","Valley National Bancorp","n/a","Finance","Major Banks"
"VALU","Value Line, Inc.","1983","Finance","Investment Managers"
"VCLK","ValueClick, Inc.","2000","Technology","Advertising"
"VVTV","ValueVision Media, Inc.","n/a","Consumer Services","Catalog/Specialty Distribution"
"VNDA","Vanda Pharmaceuticals Inc.","2006","Health Care","Major Pharmaceuticals"
"BNDX","Vanguard Charlotte Funds Vanguard Total International Bond ETF","n/a","n/a","n/a"
"VGIT","Vanguard Intermediate -Term Government Bond ETF","n/a","n/a","n/a"
"VCIT","Vanguard Intermediate-Term Corporate Bond ETF","n/a","n/a","n/a"
"VNQI","Vanguard International Equity Index Funds Vanguard Global ex-U","n/a","n/a","n/a"
"VCLT","Vanguard Long-Term Corporate Bond ETF","n/a","n/a","n/a"
"VGLT","Vanguard Long-Term Government Bond ETF","n/a","n/a","n/a"
"VTIP","Vanguard Malvern Funds Vanguard Short-Term Inflation-Protected","n/a","n/a","n/a"
"VMBS","Vanguard Mortgage-Backed Securities ETF","n/a","n/a","n/a"
"VNR","Vanguard Natural Resources LLC","n/a","Energy","Oil & Gas Production"
"VNRAP","Vanguard Natural Resources LLC","n/a","Energy","Oil & Gas Production"
"VONE","Vanguard Scottsdale Funds Vanguard Russell 1000 ETF","1996","n/a","n/a"
"VONG","Vanguard Scottsdale Funds Vanguard Russell 1000 Growth ETF","n/a","n/a","n/a"
"VONV","Vanguard Scottsdale Funds Vanguard Russell 1000 Value ETF","n/a","n/a","n/a"
"VTWO","Vanguard Scottsdale Funds Vanguard Russell 2000 ETF","n/a","n/a","n/a"
"VTWG","Vanguard Scottsdale Funds Vanguard Russell 2000 Growth ETF","n/a","n/a","n/a"
"VTWV","Vanguard Scottsdale Funds Vanguard Russell 2000 Value ETF","n/a","n/a","n/a"
"VTHR","Vanguard Scottsdale Funds Vanguard Russell 3000 ETF","n/a","n/a","n/a"
"VGSH","Vanguard Short Term Government Bond ETF","n/a","n/a","n/a"
"VCSH","Vanguard Short-Term Corporate Bond ETF","n/a","n/a","n/a"
"VXUS","Vanguard STAR Funds Vanguard Total International Stock ETF","n/a","n/a","n/a"
"VWOB","Vanguard Whitehall Funds Vanguard Emerging Markets Government","n/a","n/a","n/a"
"VDSI","VASCO Data Security International, Inc.","n/a","Technology","EDP Services"
"VASC","Vascular Solutions, Inc.","2000","Health Care","Medical/Dental Instruments"
"WOOF","VCA Antech, Inc.","2001","Consumer Non-Durables","Farming/Seeds/Milling"
"VECO","Veeco Instruments Inc.","1994","Technology","Industrial Machinery/Components"
"VELT","Velti plc","2011","Technology","Computer Software: Prepackaged Software"
"APPY","Venaxis, Inc.","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances"
"VTUS","Ventrus Biosciences, Inc.","2010","Health Care","Major Pharmaceuticals"
"VRA","Vera Bradley, Inc.","2010","Consumer Non-Durables","Apparel"
"VSTM","Verastem, Inc.","n/a","Health Care","Major Pharmaceuticals"
"VRNM","Verenium Corporation","n/a","Basic Industries","Major Chemicals"
"VRNT","Verint Systems Inc.","2002","Technology","EDP Services"
"VRSN","VeriSign, Inc.","1998","Technology","EDP Services"
"VRSK","Verisk Analytics, Inc.","2009","Technology","EDP Services"
"VRML","Vermillion, Inc.","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances"
